MEMBER_NO,labels
33645,重要保持客户
39585,重要挽留客户
58590,低价值客户
30188,重要挽留客户
45790,重要挽留客户
53136,重要发展客户
61432,低价值客户
51825,一般客户
24330,一般客户
59966,一般客户
52062,重要保持客户
8247,低价值客户
35117,一般客户
6694,低价值客户
33097,低价值客户
12580,一般客户
27864,重要挽留客户
26834,重要挽留客户
51003,一般客户
6585,低价值客户
51100,低价值客户
34260,低价值客户
46069,重要保持客户
1587,重要发展客户
33963,重要发展客户
39390,重要挽留客户
50131,一般客户
51192,低价值客户
54706,重要挽留客户
34747,一般客户
39559,低价值客户
59511,低价值客户
5405,重要发展客户
45903,重要挽留客户
3047,重要挽留客户
61414,低价值客户
12775,重要挽留客户
11095,一般客户
54597,重要保持客户
3968,一般客户
42014,低价值客户
8623,重要挽留客户
61191,一般客户
11280,重要挽留客户
62809,重要挽留客户
22584,低价值客户
47999,重要挽留客户
44957,重要挽留客户
57276,重要保持客户
58185,低价值客户
60585,低价值客户
12559,重要保持客户
7002,一般客户
57874,重要挽留客户
57170,重要发展客户
26745,重要发展客户
9871,一般客户
49424,低价值客户
20923,重要挽留客户
47209,重要挽留客户
14889,低价值客户
35012,一般客户
9205,低价值客户
20794,重要挽留客户
13640,重要发展客户
21570,重要发展客户
742,重要挽留客户
19533,一般客户
56065,重要挽留客户
508,低价值客户
22844,一般客户
35433,重要挽留客户
37850,一般客户
8756,重要挽留客户
10562,重要保持客户
6726,一般客户
47232,重要挽留客户
62506,重要挽留客户
20068,低价值客户
28471,低价值客户
1948,低价值客户
12266,重要挽留客户
47244,重要挽留客户
6073,一般客户
7674,一般客户
15184,低价值客户
61299,低价值客户
34224,低价值客户
42677,低价值客户
27808,重要挽留客户
52077,低价值客户
22890,低价值客户
51665,一般客户
48236,重要挽留客户
62267,重要保持客户
5207,低价值客户
43104,低价值客户
60173,一般客户
14886,重要保持客户
8481,重要保持客户
37477,重要保持客户
32378,一般客户
59214,低价值客户
261,低价值客户
57657,一般客户
47480,重要挽留客户
29909,重要挽留客户
32387,一般客户
55561,重要发展客户
56282,重要挽留客户
1536,低价值客户
48275,低价值客户
59803,一般客户
46499,一般客户
51766,低价值客户
24488,低价值客户
14401,一般客户
52590,低价值客户
51036,低价值客户
41306,一般客户
61963,低价值客户
9600,重要挽留客户
1790,低价值客户
29337,一般客户
17548,低价值客户
30050,低价值客户
33620,一般客户
45492,低价值客户
3150,重要保持客户
8982,一般客户
24030,重要发展客户
29072,重要挽留客户
40946,一般客户
60465,一般客户
33823,重要发展客户
13383,低价值客户
44893,重要挽留客户
58735,低价值客户
21052,重要挽留客户
1394,低价值客户
48409,重要保持客户
22925,低价值客户
53249,低价值客户
915,重要保持客户
36031,低价值客户
54517,低价值客户
18199,低价值客户
4336,一般客户
20565,一般客户
45001,重要挽留客户
49063,一般客户
13368,一般客户
14157,低价值客户
8661,重要挽留客户
50834,低价值客户
24167,一般客户
3992,一般客户
17976,重要挽留客户
9022,低价值客户
19862,一般客户
16664,重要发展客户
17956,重要挽留客户
54086,一般客户
8595,重要挽留客户
41597,低价值客户
20924,重要挽留客户
21923,重要挽留客户
33775,重要发展客户
52957,重要发展客户
54922,重要挽留客户
3949,重要挽留客户
11841,一般客户
10848,低价值客户
5673,低价值客户
1264,重要挽留客户
38888,重要挽留客户
13490,低价值客户
18816,重要挽留客户
42836,低价值客户
40731,低价值客户
46230,重要保持客户
34885,低价值客户
45921,重要挽留客户
38037,重要挽留客户
35540,重要挽留客户
26823,重要挽留客户
260,低价值客户
6284,一般客户
17192,一般客户
20253,重要挽留客户
2909,重要挽留客户
4271,一般客户
30065,重要挽留客户
52930,低价值客户
23269,一般客户
14502,一般客户
1693,低价值客户
45043,低价值客户
53221,重要发展客户
19691,低价值客户
35096,低价值客户
14490,低价值客户
752,重要挽留客户
13091,一般客户
8506,重要挽留客户
8749,重要挽留客户
37218,重要挽留客户
59391,一般客户
48081,重要发展客户
15473,低价值客户
19929,一般客户
60231,低价值客户
4686,一般客户
13847,重要发展客户
27673,一般客户
47967,重要挽留客户
38750,重要挽留客户
25106,一般客户
31910,重要发展客户
39768,一般客户
7912,一般客户
11530,重要保持客户
4914,一般客户
50613,低价值客户
10324,重要发展客户
1201,重要挽留客户
56694,重要挽留客户
45702,重要挽留客户
3413,重要发展客户
875,重要挽留客户
6823,低价值客户
10548,低价值客户
60770,一般客户
17745,重要保持客户
4747,低价值客户
17262,低价值客户
52490,低价值客户
35329,一般客户
34792,低价值客户
46189,重要挽留客户
48983,一般客户
46037,重要挽留客户
17072,低价值客户
51543,低价值客户
46580,低价值客户
60377,低价值客户
60080,低价值客户
59087,一般客户
50840,低价值客户
46295,重要挽留客户
13086,一般客户
4439,低价值客户
6175,重要发展客户
40542,一般客户
1408,低价值客户
16385,低价值客户
27295,一般客户
23878,一般客户
58399,一般客户
44881,重要挽留客户
26876,重要挽留客户
42484,低价值客户
57613,一般客户
25168,一般客户
17405,一般客户
49913,低价值客户
53465,一般客户
57283,重要发展客户
33758,低价值客户
46197,重要挽留客户
30349,重要挽留客户
3559,重要挽留客户
22470,低价值客户
44094,一般客户
53194,重要发展客户
40762,一般客户
23620,低价值客户
34685,低价值客户
35248,重要挽留客户
17154,一般客户
2980,重要挽留客户
52301,低价值客户
52948,一般客户
47921,重要挽留客户
19998,低价值客户
18585,低价值客户
48340,重要挽留客户
8313,重要保持客户
10402,低价值客户
52685,低价值客户
2181,重要挽留客户
61300,低价值客户
8658,重要保持客户
17742,重要保持客户
7621,一般客户
59299,低价值客户
31049,一般客户
6388,一般客户
52867,低价值客户
1141,重要挽留客户
50595,低价值客户
15832,低价值客户
4327,低价值客户
15588,一般客户
31240,重要保持客户
45273,一般客户
53150,一般客户
37000,重要挽留客户
54039,重要挽留客户
23243,低价值客户
31437,一般客户
62095,一般客户
46807,重要发展客户
33045,一般客户
60429,一般客户
25572,低价值客户
12462,重要挽留客户
47795,一般客户
13903,低价值客户
1751,低价值客户
50053,一般客户
24464,低价值客户
9545,重要挽留客户
10494,一般客户
43696,一般客户
56895,重要挽留客户
49989,重要保持客户
43737,重要保持客户
43561,低价值客户
57180,重要挽留客户
31954,一般客户
9198,低价值客户
40186,低价值客户
4264,低价值客户
41799,一般客户
12329,重要挽留客户
11009,重要保持客户
17275,低价值客户
4291,重要发展客户
55551,一般客户
56651,重要挽留客户
61157,一般客户
7383,低价值客户
56230,一般客户
30475,重要保持客户
8529,重要挽留客户
50017,低价值客户
16462,低价值客户
13038,低价值客户
48004,重要发展客户
31071,重要发展客户
32938,低价值客户
23983,重要发展客户
55607,低价值客户
9457,低价值客户
31350,一般客户
29516,一般客户
58252,一般客户
22949,低价值客户
9226,低价值客户
25692,重要保持客户
47259,重要挽留客户
29243,重要挽留客户
13777,低价值客户
45862,重要挽留客户
58905,重要发展客户
39791,重要挽留客户
41261,重要发展客户
15077,一般客户
14097,低价值客户
40231,一般客户
57865,重要挽留客户
18947,重要挽留客户
29158,重要挽留客户
8555,重要挽留客户
43368,低价值客户
35777,一般客户
49454,低价值客户
35048,低价值客户
3059,重要保持客户
17379,低价值客户
58688,低价值客户
33593,重要发展客户
61179,低价值客户
53526,重要挽留客户
42165,一般客户
432,一般客户
23527,一般客户
55529,低价值客户
37301,重要挽留客户
35049,一般客户
27819,重要保持客户
8070,低价值客户
62960,重要保持客户
57455,重要保持客户
50609,重要发展客户
43087,一般客户
3675,重要挽留客户
15431,一般客户
20598,重要发展客户
24583,低价值客户
58295,重要挽留客户
35930,重要保持客户
34379,低价值客户
14571,一般客户
42948,重要发展客户
39921,重要挽留客户
36442,低价值客户
46447,一般客户
18190,低价值客户
42262,低价值客户
46217,重要挽留客户
56674,重要挽留客户
61141,低价值客户
37340,重要挽留客户
4154,重要挽留客户
35661,重要挽留客户
33477,低价值客户
39924,一般客户
59936,低价值客户
31660,低价值客户
35801,一般客户
41665,低价值客户
47603,重要挽留客户
34443,低价值客户
36283,低价值客户
2246,重要挽留客户
160,低价值客户
35392,低价值客户
54080,低价值客户
56141,重要挽留客户
57649,重要保持客户
40404,低价值客户
19757,低价值客户
18714,一般客户
16422,低价值客户
14367,重要发展客户
42211,一般客户
23453,重要保持客户
5526,低价值客户
23008,低价值客户
31994,一般客户
38533,重要保持客户
28781,低价值客户
24260,一般客户
34447,低价值客户
54093,重要挽留客户
47932,重要挽留客户
14452,一般客户
31270,重要保持客户
31786,重要发展客户
19957,低价值客户
24103,重要发展客户
58704,一般客户
35505,重要挽留客户
37402,低价值客户
27284,重要挽留客户
24833,重要发展客户
62180,低价值客户
28238,重要挽留客户
38568,一般客户
33240,一般客户
5126,低价值客户
28647,低价值客户
60899,重要保持客户
32653,重要发展客户
53255,低价值客户
10302,一般客户
59207,低价值客户
39600,重要挽留客户
19281,重要发展客户
54531,低价值客户
20569,重要保持客户
27498,低价值客户
12408,重要保持客户
9525,重要保持客户
25719,重要发展客户
43539,低价值客户
6517,一般客户
36916,重要挽留客户
46877,重要发展客户
38740,重要挽留客户
32020,重要发展客户
13977,重要发展客户
32868,低价值客户
50842,低价值客户
19203,重要挽留客户
60297,低价值客户
20214,重要挽留客户
3827,重要挽留客户
48281,一般客户
22753,低价值客户
40915,一般客户
3819,一般客户
3479,一般客户
31889,重要发展客户
14065,一般客户
1780,重要发展客户
38760,重要挽留客户
10759,低价值客户
51696,低价值客户
29979,重要发展客户
38732,重要挽留客户
46602,一般客户
51589,一般客户
17726,重要挽留客户
3528,重要挽留客户
17254,重要保持客户
8950,重要挽留客户
61777,一般客户
57654,重要挽留客户
781,重要保持客户
11098,重要挽留客户
12640,重要保持客户
4784,重要保持客户
29871,重要挽留客户
53827,重要挽留客户
13400,低价值客户
21374,重要挽留客户
40160,一般客户
5836,重要发展客户
58642,重要发展客户
31928,低价值客户
28716,低价值客户
19958,重要发展客户
20704,重要挽留客户
36993,重要挽留客户
20322,重要挽留客户
40651,低价值客户
32997,一般客户
49220,重要挽留客户
15460,一般客户
45897,重要挽留客户
59667,低价值客户
38491,重要挽留客户
31728,低价值客户
32964,低价值客户
57236,一般客户
26550,重要发展客户
44801,重要挽留客户
14211,重要发展客户
18326,低价值客户
20518,重要保持客户
27318,低价值客户
61987,重要保持客户
15101,低价值客户
17246,低价值客户
49198,低价值客户
21204,重要挽留客户
227,低价值客户
62892,重要挽留客户
50217,低价值客户
54459,重要发展客户
39352,重要挽留客户
7478,低价值客户
49355,一般客户
45902,重要挽留客户
38910,重要挽留客户
36055,低价值客户
4629,低价值客户
23929,一般客户
58069,重要挽留客户
2355,重要挽留客户
51047,低价值客户
22487,一般客户
21316,重要挽留客户
34833,一般客户
48808,重要挽留客户
38924,重要保持客户
51263,低价值客户
26155,低价值客户
5803,低价值客户
3613,重要挽留客户
54866,重要挽留客户
27866,重要挽留客户
33943,低价值客户
61405,一般客户
46860,低价值客户
34732,低价值客户
35652,重要挽留客户
35444,重要发展客户
2845,重要挽留客户
28305,重要挽留客户
42075,重要发展客户
22021,重要挽留客户
29476,重要保持客户
46969,低价值客户
44288,一般客户
36271,一般客户
5389,低价值客户
10144,重要挽留客户
33984,低价值客户
42013,低价值客户
18677,重要挽留客户
43457,低价值客户
51114,低价值客户
35698,一般客户
7676,重要挽留客户
51495,重要发展客户
49248,低价值客户
54920,重要挽留客户
31367,一般客户
16902,低价值客户
29214,重要保持客户
741,重要挽留客户
45947,重要挽留客户
37174,重要挽留客户
29680,重要挽留客户
30357,重要挽留客户
12921,重要发展客户
31721,一般客户
54046,重要挽留客户
39198,重要挽留客户
24456,重要发展客户
41129,低价值客户
23081,一般客户
10036,重要挽留客户
30278,重要挽留客户
32265,重要发展客户
18946,重要挽留客户
25340,低价值客户
19433,重要挽留客户
52232,重要发展客户
29611,重要挽留客户
20694,重要发展客户
58140,低价值客户
24378,低价值客户
829,重要挽留客户
20237,重要挽留客户
4433,低价值客户
24364,重要保持客户
27357,低价值客户
59397,低价值客户
55440,重要挽留客户
9828,重要挽留客户
45107,低价值客户
42457,低价值客户
2562,重要挽留客户
35125,低价值客户
28624,低价值客户
836,重要发展客户
21485,重要挽留客户
55441,低价值客户
24799,重要保持客户
6197,低价值客户
2014,重要保持客户
62271,重要保持客户
34335,低价值客户
42336,低价值客户
36192,低价值客户
10444,低价值客户
31459,低价值客户
24940,低价值客户
5831,低价值客户
47902,重要挽留客户
45175,低价值客户
10326,低价值客户
28341,重要挽留客户
32103,低价值客户
23615,低价值客户
24971,低价值客户
26146,低价值客户
34189,一般客户
55043,一般客户
59340,重要发展客户
61691,一般客户
6577,低价值客户
7806,重要保持客户
58235,重要挽留客户
46271,重要挽留客户
9633,重要保持客户
19196,重要挽留客户
28818,低价值客户
9674,重要发展客户
18116,重要挽留客户
48204,重要挽留客户
57961,一般客户
5554,低价值客户
36985,重要挽留客户
49225,重要挽留客户
47859,一般客户
7815,低价值客户
41690,一般客户
11634,重要挽留客户
12813,重要挽留客户
50571,重要发展客户
43079,一般客户
6545,重要保持客户
26219,低价值客户
20526,重要挽留客户
34908,一般客户
40725,一般客户
5475,低价值客户
1205,重要挽留客户
35753,重要挽留客户
48000,一般客户
15116,重要保持客户
59304,低价值客户
53143,一般客户
7422,低价值客户
23085,一般客户
55910,低价值客户
32980,一般客户
16496,一般客户
55775,重要发展客户
57718,一般客户
40620,重要发展客户
27768,重要挽留客户
12289,重要保持客户
25484,一般客户
37455,一般客户
45230,重要挽留客户
50957,一般客户
27237,低价值客户
17356,低价值客户
37842,低价值客户
18384,低价值客户
31234,低价值客户
26532,低价值客户
1615,低价值客户
57072,重要挽留客户
59063,低价值客户
48892,低价值客户
17290,低价值客户
41430,低价值客户
40456,一般客户
36235,重要保持客户
16012,低价值客户
60452,低价值客户
37734,低价值客户
22411,一般客户
5041,低价值客户
39011,重要挽留客户
26396,重要发展客户
41804,一般客户
13469,一般客户
52108,低价值客户
53102,重要发展客户
17106,一般客户
61223,低价值客户
27258,一般客户
13240,重要发展客户
18745,重要保持客户
874,重要挽留客户
44258,重要挽留客户
47112,重要挽留客户
59032,低价值客户
7080,低价值客户
11273,重要挽留客户
5364,低价值客户
17978,重要挽留客户
55270,重要挽留客户
11605,一般客户
39382,重要发展客户
31717,重要发展客户
21446,低价值客户
24419,低价值客户
6712,低价值客户
57304,低价值客户
50655,低价值客户
51974,低价值客户
17274,重要发展客户
32652,低价值客户
61277,低价值客户
6076,低价值客户
19110,重要保持客户
25570,低价值客户
22617,低价值客户
39518,重要挽留客户
31135,一般客户
36159,一般客户
10364,重要发展客户
13270,重要保持客户
47050,一般客户
42090,一般客户
1134,重要发展客户
30003,重要挽留客户
32837,低价值客户
37767,低价值客户
58793,低价值客户
51371,低价值客户
8232,低价值客户
18032,重要保持客户
41303,低价值客户
38268,重要挽留客户
4345,低价值客户
37895,低价值客户
33662,一般客户
17752,重要挽留客户
54106,一般客户
23112,重要保持客户
9766,重要保持客户
14740,低价值客户
39761,低价值客户
21657,重要发展客户
6173,一般客户
41420,一般客户
2044,重要挽留客户
23187,低价值客户
35983,重要挽留客户
53945,重要保持客户
55149,重要挽留客户
40768,低价值客户
1212,重要挽留客户
2440,重要挽留客户
29805,一般客户
50832,低价值客户
49703,低价值客户
43125,一般客户
15919,低价值客户
5835,低价值客户
42102,低价值客户
20093,低价值客户
31474,低价值客户
55445,一般客户
54857,重要挽留客户
17711,重要保持客户
45946,重要保持客户
51862,低价值客户
22778,一般客户
41321,一般客户
3166,重要挽留客户
62956,重要挽留客户
5250,低价值客户
50869,低价值客户
48632,一般客户
57525,重要挽留客户
59567,低价值客户
17916,重要挽留客户
16708,重要发展客户
60609,重要保持客户
50188,低价值客户
38950,重要挽留客户
15304,低价值客户
60239,一般客户
35997,低价值客户
33590,低价值客户
14841,低价值客户
6215,低价值客户
21549,重要挽留客户
56192,重要保持客户
18752,重要挽留客户
17767,重要挽留客户
16557,重要保持客户
43620,低价值客户
58120,低价值客户
24366,低价值客户
36048,重要挽留客户
40880,低价值客户
863,重要保持客户
33164,低价值客户
16979,低价值客户
30159,重要发展客户
43759,重要挽留客户
52137,低价值客户
19769,重要发展客户
8374,低价值客户
48469,低价值客户
34282,低价值客户
39951,重要挽留客户
19535,重要发展客户
62303,低价值客户
55846,一般客户
7180,低价值客户
3640,重要挽留客户
1912,低价值客户
32180,低价值客户
23139,一般客户
7932,低价值客户
40504,一般客户
18908,重要挽留客户
7848,低价值客户
46855,一般客户
49533,低价值客户
40376,低价值客户
39579,重要保持客户
23662,低价值客户
19000,重要挽留客户
16391,低价值客户
56252,重要挽留客户
18549,重要发展客户
28831,低价值客户
6196,低价值客户
2885,重要挽留客户
46376,一般客户
25854,重要挽留客户
52497,低价值客户
23300,低价值客户
4746,低价值客户
36063,低价值客户
59422,低价值客户
44148,低价值客户
49373,低价值客户
50657,低价值客户
52095,低价值客户
50886,低价值客户
14119,一般客户
4550,低价值客户
14708,低价值客户
288,重要保持客户
42697,重要发展客户
53863,重要挽留客户
21574,低价值客户
32509,低价值客户
47538,重要发展客户
23188,重要发展客户
59711,低价值客户
13162,重要发展客户
45364,低价值客户
66,低价值客户
8474,重要发展客户
51945,一般客户
47071,重要保持客户
41887,低价值客户
40947,低价值客户
2914,重要挽留客户
3237,重要挽留客户
21857,一般客户
7513,重要保持客户
3318,重要发展客户
36087,低价值客户
38868,重要挽留客户
30899,重要发展客户
15571,一般客户
11861,重要发展客户
31305,重要发展客户
23322,低价值客户
33207,低价值客户
29624,重要挽留客户
19915,一般客户
43669,低价值客户
5978,一般客户
24706,低价值客户
28410,重要保持客户
17208,重要发展客户
45711,重要挽留客户
39488,重要挽留客户
27716,重要挽留客户
5941,一般客户
29032,重要保持客户
31342,一般客户
5151,一般客户
60906,低价值客户
50480,低价值客户
22395,低价值客户
38437,重要挽留客户
55809,一般客户
61421,一般客户
29821,重要挽留客户
52413,低价值客户
28572,重要发展客户
35116,低价值客户
31715,低价值客户
23283,低价值客户
12701,低价值客户
35794,重要挽留客户
20334,重要挽留客户
32115,低价值客户
27243,低价值客户
51927,重要挽留客户
32290,低价值客户
54073,低价值客户
62302,低价值客户
29555,重要挽留客户
12111,重要挽留客户
29473,重要挽留客户
3545,重要挽留客户
58177,低价值客户
7681,一般客户
42570,重要保持客户
37585,重要发展客户
53859,重要挽留客户
23451,重要发展客户
9140,一般客户
2476,重要挽留客户
42844,低价值客户
3421,重要发展客户
43748,低价值客户
29257,重要挽留客户
30169,重要发展客户
31496,低价值客户
51191,低价值客户
40170,低价值客户
36445,低价值客户
39023,重要发展客户
48073,重要挽留客户
62024,低价值客户
51167,低价值客户
56410,重要保持客户
27926,重要挽留客户
50784,低价值客户
1570,低价值客户
10030,重要挽留客户
8530,重要挽留客户
47128,重要发展客户
36249,一般客户
50999,一般客户
46552,重要发展客户
46546,一般客户
3252,重要发展客户
14754,低价值客户
26103,重要发展客户
5477,一般客户
50234,一般客户
56915,重要挽留客户
54624,重要挽留客户
26558,重要挽留客户
8538,重要挽留客户
35501,重要挽留客户
57116,重要挽留客户
34013,低价值客户
5301,一般客户
16531,低价值客户
5577,低价值客户
35477,重要挽留客户
5649,低价值客户
41063,低价值客户
32515,重要发展客户
50430,低价值客户
37502,重要发展客户
53851,重要挽留客户
24323,低价值客户
20451,重要挽留客户
33310,低价值客户
3798,重要挽留客户
50975,低价值客户
16782,低价值客户
49849,低价值客户
32347,低价值客户
1107,重要挽留客户
32790,低价值客户
6910,低价值客户
24183,低价值客户
22366,低价值客户
52661,重要保持客户
11953,重要挽留客户
38277,一般客户
52487,低价值客户
46383,一般客户
22937,重要保持客户
10576,低价值客户
53104,低价值客户
14987,低价值客户
5055,重要发展客户
8142,低价值客户
31471,低价值客户
44024,低价值客户
48614,重要发展客户
56330,重要保持客户
49765,一般客户
57433,一般客户
39364,重要挽留客户
58229,低价值客户
11768,重要保持客户
21113,一般客户
7852,重要保持客户
22335,低价值客户
58041,低价值客户
18334,重要保持客户
38638,重要挽留客户
26008,一般客户
55862,低价值客户
59643,低价值客户
56146,重要挽留客户
11174,重要挽留客户
33637,低价值客户
54487,低价值客户
22940,低价值客户
35806,重要挽留客户
55630,一般客户
30400,重要发展客户
57676,一般客户
51891,低价值客户
42119,低价值客户
108,低价值客户
38195,重要挽留客户
38562,一般客户
9309,低价值客户
34980,低价值客户
54253,低价值客户
2895,重要挽留客户
26690,重要挽留客户
22852,一般客户
8963,重要挽留客户
53908,重要挽留客户
47781,重要挽留客户
10488,一般客户
12101,重要发展客户
46972,重要发展客户
19261,一般客户
37323,重要挽留客户
33669,一般客户
44628,一般客户
39597,一般客户
9666,重要挽留客户
17708,重要挽留客户
46312,重要挽留客户
60389,重要发展客户
17252,重要发展客户
51738,低价值客户
1325,重要挽留客户
37950,低价值客户
3811,低价值客户
27676,重要挽留客户
6714,重要发展客户
2068,重要保持客户
3786,重要挽留客户
44010,重要发展客户
4365,低价值客户
24727,低价值客户
53473,低价值客户
17111,低价值客户
25388,低价值客户
1972,低价值客户
25646,低价值客户
32559,一般客户
12679,重要挽留客户
33982,一般客户
31260,低价值客户
62426,一般客户
30925,重要挽留客户
50500,低价值客户
59870,低价值客户
26542,低价值客户
61259,低价值客户
18006,重要挽留客户
46020,重要挽留客户
28957,低价值客户
12180,低价值客户
39360,一般客户
60250,低价值客户
41515,低价值客户
8627,重要挽留客户
22425,重要保持客户
47637,重要挽留客户
10225,重要发展客户
1602,一般客户
1244,重要挽留客户
15961,一般客户
3119,一般客户
61171,低价值客户
9166,低价值客户
50641,低价值客户
40872,一般客户
50808,重要发展客户
24503,一般客户
47400,重要挽留客户
29837,重要挽留客户
37763,低价值客户
5931,低价值客户
16785,一般客户
47706,重要挽留客户
35317,低价值客户
40118,一般客户
10652,低价值客户
767,重要发展客户
35998,重要挽留客户
24999,低价值客户
26281,低价值客户
16535,低价值客户
19372,重要挽留客户
61548,低价值客户
55577,一般客户
5482,低价值客户
6136,重要保持客户
9906,重要挽留客户
41014,重要发展客户
4282,低价值客户
6218,低价值客户
23679,低价值客户
48300,重要挽留客户
23157,一般客户
60714,低价值客户
31258,低价值客户
24216,低价值客户
27194,低价值客户
38819,重要挽留客户
8305,低价值客户
48821,一般客户
50901,低价值客户
16181,一般客户
43025,低价值客户
24259,重要发展客户
26161,低价值客户
8878,重要挽留客户
5368,低价值客户
32475,低价值客户
15606,低价值客户
35796,重要挽留客户
40707,重要发展客户
48896,重要挽留客户
42932,低价值客户
42187,一般客户
32383,重要保持客户
18131,一般客户
35356,低价值客户
10493,一般客户
18531,低价值客户
59075,一般客户
10834,低价值客户
13620,低价值客户
58038,一般客户
6095,低价值客户
49941,低价值客户
23752,一般客户
10694,低价值客户
9811,重要挽留客户
56116,重要保持客户
59247,低价值客户
26294,重要发展客户
16906,低价值客户
13514,低价值客户
794,重要保持客户
254,低价值客户
43439,重要发展客户
27187,一般客户
45917,重要挽留客户
55026,重要挽留客户
22673,低价值客户
24633,低价值客户
15161,一般客户
17258,低价值客户
57712,重要发展客户
11163,重要挽留客户
57782,一般客户
39674,重要发展客户
30078,重要挽留客户
2705,重要挽留客户
10181,重要保持客户
54957,一般客户
18460,低价值客户
4266,重要保持客户
52217,低价值客户
4133,一般客户
8624,重要挽留客户
47441,重要发展客户
51538,低价值客户
13856,低价值客户
19443,重要挽留客户
48669,重要挽留客户
1385,重要保持客户
21996,重要挽留客户
54614,重要挽留客户
52646,低价值客户
53566,重要挽留客户
59249,重要保持客户
26028,低价值客户
22311,低价值客户
14732,低价值客户
889,重要挽留客户
37346,重要保持客户
58016,低价值客户
62019,低价值客户
21280,重要挽留客户
56543,重要挽留客户
51445,重要保持客户
60014,低价值客户
29786,一般客户
9160,低价值客户
32111,低价值客户
669,重要挽留客户
57440,重要保持客户
61755,低价值客户
15083,低价值客户
54887,重要保持客户
4363,重要保持客户
28519,低价值客户
39834,低价值客户
1002,重要挽留客户
58729,重要保持客户
54438,一般客户
47464,低价值客户
26189,一般客户
39683,一般客户
48705,一般客户
13641,重要保持客户
44870,重要挽留客户
26700,重要挽留客户
19840,低价值客户
56033,低价值客户
54279,低价值客户
27,重要发展客户
58221,重要保持客户
48554,重要发展客户
46934,低价值客户
18151,重要挽留客户
54202,低价值客户
26651,重要保持客户
9540,重要挽留客户
15535,一般客户
27647,重要挽留客户
36054,低价值客户
56608,一般客户
26433,低价值客户
20040,低价值客户
60196,低价值客户
56857,重要挽留客户
43123,重要发展客户
46937,重要发展客户
18744,重要挽留客户
33642,低价值客户
980,重要发展客户
61082,低价值客户
14572,一般客户
6260,低价值客户
49236,重要发展客户
42855,重要发展客户
14844,一般客户
12208,重要挽留客户
25120,低价值客户
31055,重要挽留客户
32067,低价值客户
50715,一般客户
2703,重要挽留客户
28809,低价值客户
20172,重要挽留客户
27552,低价值客户
44816,重要保持客户
20248,重要挽留客户
27280,重要发展客户
52589,重要挽留客户
43553,低价值客户
30330,重要挽留客户
57073,一般客户
58966,低价值客户
20364,重要保持客户
31791,低价值客户
8197,一般客户
22572,一般客户
46571,一般客户
25487,低价值客户
19947,低价值客户
13398,一般客户
58554,一般客户
50943,一般客户
2563,重要挽留客户
22093,重要保持客户
24161,一般客户
30052,重要挽留客户
23163,低价值客户
35944,重要挽留客户
32243,低价值客户
14315,一般客户
59908,低价值客户
6469,一般客户
27814,重要挽留客户
9820,重要挽留客户
42941,低价值客户
4378,低价值客户
12299,重要挽留客户
21566,低价值客户
58720,低价值客户
43854,低价值客户
19652,一般客户
3221,重要发展客户
16933,低价值客户
49492,低价值客户
51737,一般客户
20507,重要挽留客户
53505,重要保持客户
12434,重要挽留客户
18368,低价值客户
53026,一般客户
24697,一般客户
10611,低价值客户
46253,重要挽留客户
2745,重要挽留客户
15770,重要保持客户
39784,重要挽留客户
11378,重要挽留客户
14601,一般客户
53432,低价值客户
50852,一般客户
33144,低价值客户
6991,低价值客户
14805,低价值客户
49898,低价值客户
47973,重要挽留客户
42081,低价值客户
50685,低价值客户
57963,重要挽留客户
16749,一般客户
59798,重要发展客户
47241,重要挽留客户
43567,低价值客户
14758,低价值客户
58848,低价值客户
23155,重要发展客户
29724,一般客户
33684,一般客户
7678,低价值客户
20149,一般客户
1335,低价值客户
11211,重要挽留客户
4973,一般客户
33311,低价值客户
35835,重要挽留客户
10627,低价值客户
22697,低价值客户
6117,低价值客户
36044,重要发展客户
53468,低价值客户
47265,重要保持客户
11187,重要挽留客户
31438,低价值客户
39229,低价值客户
26530,低价值客户
36882,重要挽留客户
8558,一般客户
55504,低价值客户
21589,一般客户
8393,低价值客户
507,低价值客户
23284,一般客户
45559,重要挽留客户
26321,低价值客户
31638,重要保持客户
6396,重要发展客户
62855,重要挽留客户
35957,重要挽留客户
42917,低价值客户
5567,一般客户
44332,一般客户
51298,低价值客户
55121,一般客户
31739,低价值客户
54613,重要挽留客户
36246,低价值客户
5513,低价值客户
52150,低价值客户
24673,低价值客户
48542,重要挽留客户
30927,重要保持客户
3035,重要保持客户
13683,低价值客户
35701,重要保持客户
7960,低价值客户
28360,重要挽留客户
53342,低价值客户
27466,一般客户
40912,低价值客户
13170,一般客户
1195,重要挽留客户
44275,低价值客户
18391,低价值客户
43339,重要保持客户
44513,重要挽留客户
32500,低价值客户
19905,一般客户
43724,低价值客户
21722,一般客户
6633,低价值客户
56981,一般客户
29374,重要挽留客户
24188,一般客户
49420,低价值客户
15710,重要保持客户
18707,一般客户
37742,低价值客户
14877,重要保持客户
2224,一般客户
24948,低价值客户
9714,重要挽留客户
30494,低价值客户
51709,低价值客户
30468,重要挽留客户
9371,低价值客户
18217,低价值客户
29361,重要挽留客户
6947,重要保持客户
20655,一般客户
20959,重要挽留客户
61720,一般客户
43160,低价值客户
7337,低价值客户
986,重要发展客户
60069,重要发展客户
18647,低价值客户
20190,重要挽留客户
27125,低价值客户
